Unieknr,plot_id,soil_unit,reference_soil_group,rsg_pq_cod,pq_code,pq1,pq2,pq3,sq_drainag,sq_texture,sq_morphol,sq_fertili,belgisch_bodemtype,belgisch_bodemdistrict,bodemkaart_streek,bodemtype_ruw,bodemtype,bodemserie_c,bodemserie,Substr_V_c,SubstraatV,Textuur_c,Textuur,Drainage_c,Drainage,Profontw_c,Profontw,Fase_c,Fase,Varimoma_c,Varimoma,Variprof_c,Variprof,Serie_c,Serie,Subserie_c,Subserie,Type_c,Type,Subtype_c,Subtype,Uitleg_tit,Uitleg,Type_class,Bodtypstr,PNV,Kaartbldnr
2125,2125,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2126,2126,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2127,2127,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2128,2128,"Fluvic Gleyic Phaeozems (Siltic, Fluvic)",Phaeozems,PH-gl.fv,gl.fv,Gleyic,Fluvic,-,Amphigleyic,Siltic,Fluvic,Eutric,Afp,Brabants plateau,Zandleemstreek,Natte leem,Afp,Afp,Zeer natte leembodem zonder profiel,,,A,leem,f,"zeer nat, zeer sterk gleyig met reductiehorizont",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Afp in de Zandleemstreek,De gronden van deze serie hebben gedurende het ganse jaar een ondiepe grondwatertafel. Een volledig gereduceerde horizont komt doorgaans voor op minder dan 80 cm diepte. Duidelijke roestvlekken worden reeds in de bovengrond aangetroffen. De Afp gronden v,Rest van Vlaanderen,Afp-ZLS,4,102W
2129,2129,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2130,2130,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2131,2131,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2132,2132,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2133,2133,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2134,2134,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2135,2135,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2136,2136,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2137,2137,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2138,2138,Eutric Cambisols (Siltic),Cambisols,CM-eu,eu,Eutric,-,-,-,Siltic,-,Eutric,Acp,Brabants plateau,Zandleemstreek,Vochtige leem,Acp,Acp,Matig droge leembodem zonder profiel,,,A,leem,c,"matig droog, zwak gleyig",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Acp in de Zandleemstreek,De Acp depressie- of lage hellingsgronden omvatten colluviale bodems welke tussen 80 en 120 cm gleyverschijnselen vertonen. Het colluviaal dek rust veelal op een genrodeerd profiel waarvan de textuur B op wisselende diepte in het profiel voorkomt. Deze g,Rest van Vlaanderen,Acp-ZLS,5,102W
2139,2139,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2140,2140,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2141,2141,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba0(b),Brabants plateau,Zandleemstreek,Droge leem,Aba0(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandleemstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba0(b)-ZLS,5,102W
2142,2142,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,nc.eu,Neocambic,Eutric,-,-,Siltic,-,Eutric,Aba0(b),Brabants plateau,Zandleemstreek,Droge leem,Aba0(b),Aba,Droge leembodem met textuur B horizont,,,A,leem,b,"droog, niet gleyig",a,met textuur B horizont of met weinig duidelijke kleur B horizont,0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,(b),Gevlekte textuur B horizont,,,,,,,,,bodemserie Aba in de Zandleemstreek,"De serie Aba ontwikkeld in het Pleistocene loessdek vertoont onder de A horizont een aan klei en sesquioxiden aangerijkte textuur B horizont. De bouwvoor is een donkerbruin, homogeen humushoudend leem; bij Abao rust de Ap op een geelbruine overgangshoriz",Rest van Vlaanderen,Aba0(b)-ZLS,5,102W
2143,2143,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2144,2144,"Eutric Cambisols (Siltic, Colluvic)",Cambisols,CM-eu,eu,Eutric,-,-,-,Siltic,Colluvic,Eutric,Abp,Brabants plateau,Zandleemstreek,Droge leem,Abp,Abp,Droge leembodem zonder profiel,,,A,leem,b,"droog, niet gleyig",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Abp in de Zandleemstreek,De Abp bodems komen voor in colluviale droge leemdepressies. Deze gronden bestaan uit leemmateriaal geArodeerd van de hoger liggende plateaugronden. De landbouwwaarde van de Abp gronden ligt den klasse lager dan die van de Aba gronden wegens het meestal,Rest van Vlaanderen,Abp-ZLS,5,102W
2145,2145,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2146,2146,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2147,2147,Eutric Cambisols (Siltic),Cambisols,CM-eu,eu,Eutric,-,-,-,Siltic,-,Eutric,Acp,Brabants plateau,Zandleemstreek,Vochtige leem,Acp,Acp,Matig droge leembodem zonder profiel,,,A,leem,c,"matig droog, zwak gleyig",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Acp in de Zandleemstreek,De Acp depressie- of lage hellingsgronden omvatten colluviale bodems welke tussen 80 en 120 cm gleyverschijnselen vertonen. Het colluviaal dek rust veelal op een genrodeerd profiel waarvan de textuur B op wisselende diepte in het profiel voorkomt. Deze g,Rest van Vlaanderen,Acp-ZLS,5,102W
2148,2148,"Eutric Cambisols (Loamic, Ruptic)",Cambisols,CM-eu,eu,Eutric,-,-,-,Loamic,Ruptic,Eutric,sLbx,Brabants plateau,Zandleemstreek,Droge zandleem,sLbx,Lbx,Droge zandleembodem met onbepaald profiel,s,Zand op geringe diepte (ondieper dan 75 cm),L,zandleem,b,"droog, niet gleyig",x,met onbepaalde profielontwikkeling,,,,,,,,,,,,,,,"bodemseries Lbb, Lbf en Lbx en complexen LBx en LbB in de Zandleemstreek","Deze droge zandleemgronden hebben algemeen geen gebrek aan water, noch wordt wateroverlast vastgesteld. De gronden met zandsubstraat kunnen wel lijden aan droogte in de zomer. Deze bodems zijn geschikt voor veeleisende teelten (tarwe, suikerbieten); zeer",Rest van Vlaanderen,sLbx-ZLS,6,102W
2149,2149,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2150,2150,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2151,2151,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2152,2152,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2153,2153,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2154,2154,Eutric Cambisols (Siltic),Cambisols,CM-eu,eu,Eutric,-,-,-,Siltic,-,Eutric,Acp,Brabants plateau,Zandleemstreek,Vochtige leem,Acp,Acp,Matig droge leembodem zonder profiel,,,A,leem,c,"matig droog, zwak gleyig",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Acp in de Zandleemstreek,De Acp depressie- of lage hellingsgronden omvatten colluviale bodems welke tussen 80 en 120 cm gleyverschijnselen vertonen. Het colluviaal dek rust veelal op een genrodeerd profiel waarvan de textuur B op wisselende diepte in het profiel voorkomt. Deze g,Rest van Vlaanderen,Acp-ZLS,5,102W
2155,2155,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2156,2156,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2157,2157,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2158,2158,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
2159,2159,Dystric Glossic Fragic Retisols (Siltic),Retisols,RT-fc.gs.dy,fc.gs.dy,Fragic,Glossic,Dystric,-,Siltic,-,Dystric,Abc0,Brabants plateau,Zandleemstreek,Droge leem,Abc0,Abc,"Droge leembodem met sterk gevlekte, verbrokkelde textuur B horizont",,,A,leem,b,"droog, niet gleyig",c,"met sterk gevlekte textuur (bij lemige sedimenten), verbrokkelde textuur B horizont ( bij zandige sedimenten)",0,Betekenis afhankelijk van het bodemtype (zie toelichtingsboekje),,,,,,,,,,,,,bodemserie Abc in de Zandleemstreek,Deze droge leemgronden met sterk gevlekte textuur B horizont komen in de Zandleemstreek voor nabij de overgangszone met de Leemstreek alsook in enkele alluviale valleien.,Rest van Vlaanderen,Abc0-ZLS,5,102W
